id,Price
302,8398996.9908
303,15906055.541999998
304,5776501.068
305,7339720.0032
306,15906055.541999998
307,4165599.672
308,4515406.506
309,7816877.498040008
310,6378995.4228
311,8947944.6108
312,18199816.8924
313,4108976.3052000003
314,5883406.916399997
315,11682633.268800005
316,18360198.9324
317,13341307.823999994
318,15330326.7
319,6684386.7168
320,15485323.152
321,15681658.215599999
322,11334181.575600002
323,4865369.839200001
324,2645110.3536000014
