id,Price
144,5862594.301199999
145,3561269.4156000004
146,10482744.4176
147,38258775.21959999
148,13086739.264114285
149,7562942.622300002
150,7602577.3044
151,15721776.252
152,9292152.745200003
153,2717299.3781142873
154,7161302.912400003
155,22371817.6188
156,10696433.1084
157,9979648.692
158,16690609.4472
159,13055858.6184
160,19609703.631960012
161,7819783.9668
162,11570427.788399996
163,8736352.3572
164,12333908.881542856
165,6982732.286399994
166,11918328.474000003
167,10153102.439888574
168,8602032.769200003
169,13662235.516800001
170,12613595.880600007
171,13164948.087942861
172,6013792.090800001
173,17771572.333320003
174,16870128.2568
175,8825895.7605
176,9701806.295999996
177,2686246.4816571437
178,4226118.3275999995
179,6607845.27
180,9186028.2072
181,4673930.4144
182,26977612.194000006
183,14636932.986000003
184,5623436.8476
185,9435590.782799996
186,5838059.4948
187,17611373.3796
188,2952265.8204000015
189,12129076.876799999
190,17967886.56
191,9884716.218
192,5766612.2748
193,13866424.884000001
194,3100434.105600002
195,5528213.308799999
196,6784780.932428572
197,7668265.176
198,8043144.07104
199,17771572.333320003
200,7183449.031200001
201,2922935.1138
202,5811286.572000001
203,8086350.417600002
204,15935262.50160001
205,8531263.7124
206,6103662.645599999
207,15735836.282400005
208,16417818.0036
209,12766096.200000003
210,6507201.168
211,6578166.1875428585
212,8647592.4132
213,12435696.156000003
214,6355015.477200001
215,4245995.208000001
216,12753833.835600002
217,5692271.597999999
218,13931278.897714285
219,2690084.9040000006
220,13946029.413085707
221,33529667.27760002
222,18556524.5112
223,14405366.04
224,2770560.4680000003
225,12243681.1224
226,2900276.964
227,5998736.156399999
228,11056404.684
229,6236857.692000001
230,13616345.386799999
231,15000070.410000004
232,11138857.236000001
233,2988072.1260000016
234,4027029.7079999996
235,2202601.752000001
236,14293032.8112
237,6236487.7848000005
238,4181181.250628571
239,14451217.0452
240,5427067.698
241,12431674.3044
242,14773813.469999995
243,2583240.706800001
244,5888184.5879999995
245,6911879.6448
246,5747888.3904
247,3788446.3812
248,31728265.451999977
249,8482154.974800002
250,11874712.443360005
251,9687315.596399996
252,7911445.963200002
253,3783512.5068
254,6699916.5948
255,8349483.0744
256,6097155.48
257,11013641.8704
258,2627433.9468000033
259,9066566.89714286
260,12714123.942
261,4141955.8440000005
262,11203149.36
263,11159897.66424
264,8093112.4872
265,10500765.029485714
266,2237547.312000001
267,5638690.7772
268,8933694.588000001
269,9048694.341291431
270,9183961.664057143
271,17159164.0506
272,13044297.24
273,6637259.116800001
274,10339439.76
275,3473299.6739999996
276,5939510.9904000005
277,19824268.5108
278,8424300.3624
279,19881469.857600007
280,12151373.270399999
281,12566772.8316
282,16712348.193840005
283,17595180.158400003
284,5361013.476
285,5716051.473600001
286,11259583.92
287,9240185.314285714
288,10057781.214000002
289,14952787.2
290,6902671.6824
291,20369053.7856
292,7044286.860000001
293,10412969.4864
294,16389629.177999998
295,8020852.834799999
296,8916309.965828575
297,6312378.337200002
298,4494997.884000001
299,10886313.850285716
300,11689045.29
301,11180256.863657145
302,17967886.56
303,7973475.962400001
304,24650148.977999993
305,11830412.084400004
306,7032159.9504
307,6144965.541
308,11512244.256685715
309,5054864.583599997
310,13794736.098
311,2889121.0607999996
312,6315172.838742858
313,10319887.61544
314,8401530.618000003
315,4200247.6464
316,11366996.316
317,7567080.440400001
318,2959850.1036
319,19106566.55856
320,9637826.281200003
321,14579292.078
322,3573584.8356
323,13941981.9864
324,9258004.501200002
